tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
59729	Taeniopygia guttata	121468877	0	live	SNRNP70		small nuclear ribonucleoprotein U1 subunit 70	U1 small nuclear ribonucleoprotein 70 kDa		37	NC_054769.1	893271	909614	minus	10		
59729	Taeniopygia guttata	121468876	0	live	RUVBL2		RuvB like AAA ATPase 2	ruvB-like 2		37	NC_054769.1	935398	944776	minus	16		
59729	Taeniopygia guttata	121468870	0	live	TNNI3		troponin I3, cardiac type	troponin I, cardiac muscle		37	NC_054769.1	291466	303719	plus	11		
59729	Taeniopygia guttata	121468868	0	live	RCVRN		recoverin	recoverin		37	NC_054769.1	123317	128180	plus	4		
59729	Taeniopygia guttata	121468864	0	live	RASIP1		Ras interacting protein 1	ras-interacting protein 1		37	NC_054769.1	76413	87392	plus	12		
59729	Taeniopygia guttata	121468863	0	live	BCAT2		branched chain amino acid transaminase 2	branched-chain-amino-acid aminotransferase, mitochondrial		37	NC_054769.1	56521	65737	plus	11		
59729	Taeniopygia guttata	121468861	0	live	FUZ		fuzzy planar cell polarity protein	protein fuzzy homolog		37	NC_054769.1	823724	840909	minus	11		
59729	Taeniopygia guttata	121468858	0	live	RPL18		ribosomal protein L18	60S ribosomal protein L18		37	NC_054769.1	129275	138331	minus	8		
59729	Taeniopygia guttata	121468847	0	live	PRMT1		protein arginine methyltransferase 1	protein arginine N-methyltransferase 1		37	NC_054769.1	322472	357604	minus	12		
59729	Taeniopygia guttata	121468846	0	live	CNOT3		CCR4-NOT transcription complex subunit 3	CCR4-NOT transcription complex subunit 3		37	NC_054769.1	674724	720302	plus	18		
59729	Taeniopygia guttata	121468845	0	live	U2AF2		U2 small nuclear RNA auxiliary factor 2	LOW QUALITY PROTEIN: splicing factor U2AF 65 kDa subunit		37	NC_054769.1	154161	173242	plus	13		
59729	Taeniopygia guttata	121468839	0	live	CACNG7		calcium voltage-gated channel auxiliary subunit gamma 7	voltage-dependent calcium channel gamma-7 subunit		37	NC_054769.1	528960	545063	minus	18		
59729	Taeniopygia guttata	121468835	0	live	TSEN34		tRNA splicing endonuclease subunit 34	tRNA-splicing endonuclease subunit Sen34		37	NC_054769.1	734582	760405	plus	5		
59729	Taeniopygia guttata	121468829	0	live	FLT3LG		fms related receptor tyrosine kinase 3 ligand	fms-related tyrosine kinase 3 ligand		37	NC_054769.1	26186	28612	minus	7		
59729	Taeniopygia guttata	121468815	0	live	TNNT1		troponin T1, slow skeletal type	troponin T, slow skeletal muscle		37	NC_054769.1	230373	242551	minus	9		
59729	Taeniopygia guttata	121468814	0	live	PPP1R12C		protein phosphatase 1 regulatory subunit 12C	LOW QUALITY PROTEIN: protein phosphatase 1 regulatory subunit 12C		37	NC_054769.1	205272	230153	minus	18		
59729	Taeniopygia guttata	121468801	0	live	LRRC4B		leucine rich repeat containing 4B	leucine-rich repeat-containing protein 4B		37	NC_054769.1	1142837	1157664	minus	3		
59729	Taeniopygia guttata	121468791	0	live	RABGGTA		Rab geranylgeranyltransferase subunit alpha	geranylgeranyl transferase type-2 subunit alpha		36	NC_054768.1	1000646	1020374	minus	12		
59729	Taeniopygia guttata	121468786	0	live	RNF31		ring finger protein 31	LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase RNF31		36	NC_054768.1	766379	814067	plus	21		
59729	Taeniopygia guttata	121468785	0	live	MMP14		matrix metallopeptidase 14	matrix metalloproteinase-14		36	NC_054768.1	688912	732831	plus	10		
59729	Taeniopygia guttata	121468784	0	live	MRPL52		mitochondrial ribosomal protein L52	39S ribosomal protein L52, mitochondrial		36	NC_054768.1	734562	743095	minus	6		
59729	Taeniopygia guttata	121468782	0	live	IPO4		importin 4	importin-4		36	NC_054768.1	849966	919488	minus	29		
59729	Taeniopygia guttata	121468779	0	live	RBM23		RNA binding motif protein 23	probable RNA-binding protein 23		36	NC_054768.1	549536	595331	minus	17		
59729	Taeniopygia guttata	121468778	0	live	PRMT5		protein arginine methyltransferase 5	protein arginine N-methyltransferase 5		36	NC_054768.1	600636	662848	minus	21		
59729	Taeniopygia guttata	121468777	0	live	PIP4P1		phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1	type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase		36	NC_054768.1	4252	8524	plus	8		
59729	Taeniopygia guttata	121468776	0	live	APEX1		apurinic/apyrimidinic endodeoxyribonuclease 1	DNA-(apurinic or apyrimidinic site) endonuclease		36	NC_054768.1	8520	16101	minus	6		
59729	Taeniopygia guttata	121468775	0	live	HNRNPC		heterogeneous nuclear ribonucleoprotein C	heterogeneous nuclear ribonucleoproteins C1/C2		36	NC_054768.1	38805	52545	minus	9		
59729	Taeniopygia guttata	121468774	0	live	TGM1		transglutaminase 1	protein-glutamine gamma-glutamyltransferase K		36	NC_054768.1	940558	998338	minus	15		
59729	Taeniopygia guttata	121468773	0	live	DCAF11		DDB1 and CUL4 associated factor 11	DDB1- and CUL4-associated factor 11		36	NC_054768.1	371891	397796	minus	14		
59729	Taeniopygia guttata	121468758	0	live	PFDN6		prefoldin subunit 6	prefoldin subunit 6		35	NC_054767.1	1179483	1196679	plus	5		
59729	Taeniopygia guttata	121468756	0	live	SLC39A7		solute carrier family 39 member 7	zinc transporter SLC39A7		35	NC_054767.1	918601	952154	minus	10		
59729	Taeniopygia guttata	121468754	0	live	NELFE		negative elongation factor complex member E	negative elongation factor E		35	NC_054767.1	49582	59464	plus	10		
59729	Taeniopygia guttata	121468753	0	live	CFB		complement factor B	complement factor B		35	NC_054767.1	59759	82514	minus	19		
59729	Taeniopygia guttata	121468745	0	live	WDR46		WD repeat domain 46	WD repeat-containing protein 46		35	NC_054767.1	1103801	1141897	plus	15		
59729	Taeniopygia guttata	121468726	0	live	LSM2		LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	U6 snRNA-associated Sm-like protein LSm2		35	NC_054767.1	429625	438361	minus	5		
59729	Taeniopygia guttata	121468725	0	live	IER3		immediate early response 3	radiation-inducible immediate-early gene IEX-1		35	NC_054767.1	300975	304320	plus	2		
59729	Taeniopygia guttata	121468724	0	live	RPS5		ribosomal protein S5	40S ribosomal protein S5		35	NC_054767.1	351100	355174	minus	7		
59729	Taeniopygia guttata	121468720	0	live	PPT2		palmitoyl-protein thioesterase 2	lysosomal thioesterase PPT2		35	NC_054767.1	254955	260236	plus	9		
59729	Taeniopygia guttata	121468718	0	live	ZBTB12		zinc finger and BTB domain containing 12	zinc finger and BTB domain-containing protein 12		35	NC_054767.1	287430	288643	minus	1		
59729	Taeniopygia guttata	121468716	0	live	AGPAT1		1-acylglycerol-3-phosphate O-acyltransferase 1	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha		35	NC_054767.1	236260	245051	minus	9		
59729	Taeniopygia guttata	121468715	0	live	SH3BP5L		SH3 binding domain protein 5 like	SH3 domain-binding protein 5-like		35	NC_054767.1	320796	327847	minus	7		
59729	Taeniopygia guttata	121468708	0	live	VARS2		valyl-tRNA synthetase 2, mitochondrial	valine--tRNA ligase, mitochondrial		35	NC_054767.1	91065	111413	minus	23		
59729	Taeniopygia guttata	121468707	0	live	GABBR1		gamma-aminobutyric acid type B receptor subunit 1	gamma-aminobutyric acid type B receptor subunit 1		35	NC_054767.1	329858	350528	plus	23		
59729	Taeniopygia guttata	121468706	0	live	EHMT2		euchromatic histone lysine methyltransferase 2	histone-lysine N-methyltransferase EHMT2		35	NC_054767.1	261629	283357	minus	28		
59729	Taeniopygia guttata	121468692	0	live	B3GALT4		beta-1,3-galactosyltransferase 4	beta-1,3-galactosyltransferase 4		35	NC_054767.1	1175277	1179261	minus	3		
59729	Taeniopygia guttata	121468691	0	live	RXRB		retinoid X receptor beta	retinoic acid receptor RXR-beta		35	NC_054767.1	957429	984774	plus	7		
59729	Taeniopygia guttata	121468668	0	live	C5AR1		complement C5a receptor 1	C5a anaphylatoxin chemotactic receptor 1		34	NC_054766.1	731426	733010	minus	1		
59729	Taeniopygia guttata	121468666	0	live	RELB		RELB proto-oncogene, NF-kB subunit	transcription factor RelB		34	NC_054766.1	454802	480653	plus	12		
59729	Taeniopygia guttata	121468663	0	live	RAB4B		RAB4B, member RAS oncogene family	ras-related protein Rab-4B		34	NC_054766.1	133861	150722	minus	11		
59729	Taeniopygia guttata	121468657	0	live	ERCC2		ERCC excision repair 2, TFIIH core complex helicase subunit	general transcription and DNA repair factor IIH helicase subunit XPD		34	NC_054766.1	842778	861641	minus	15		
59729	Taeniopygia guttata	121468653	0	live	PPP1R14A		protein phosphatase 1 regulatory inhibitor subunit 14A	protein phosphatase 1 regulatory subunit 14A		34	NC_054766.1	814101	817647	minus	4		
59729	Taeniopygia guttata	121468650	0	live	GEMIN7		gem nuclear organelle associated protein 7	gem-associated protein 7		34	NC_054766.1	519399	523717	minus	3		
59729	Taeniopygia guttata	121468648	0	live	SNRPD2		small nuclear ribonucleoprotein D2 polypeptide	small nuclear ribonucleoprotein Sm D2		34	NC_054766.1	635771	635951	minus	1		
59729	Taeniopygia guttata	121468646	0	live	SIPA1L3		signal induced proliferation associated 1 like 3	signal-induced proliferation-associated 1-like protein 3		34	NC_054766.1	359313	407162	minus	27		
59729	Taeniopygia guttata	121468641	0	live	ZC3H4		zinc finger CCCH-type containing 4	LOW QUALITY PROTEIN: zinc finger CCCH domain-containing protein 4		34	NC_054766.1	776228	808768	plus	14		
59729	Taeniopygia guttata	121468639	0	live	BCKDHA		branched chain keto acid dehydrogenase E1 subunit alpha	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial		34	NC_054766.1	1130206	1137800	minus	10		
59729	Taeniopygia guttata	121468638	0	live	TBCB		tubulin folding cofactor B	tubulin-folding cofactor B		34	NC_054766.1	327624	342464	minus	6		
59729	Taeniopygia guttata	121468631	0	live	ACTN4		actinin alpha 4	alpha-actinin-4		34	NC_054766.1	958308	986579	plus	24		
59729	Taeniopygia guttata	121468630	0	live	SLC8A2		solute carrier family 8 member A2	sodium/calcium exchanger 2		34	NC_054766.1	1089707	1096090	plus	9		
59729	Taeniopygia guttata	121468629	0	live	SAMD4B		sterile alpha motif domain containing 4B	protein Smaug homolog 2		34	NC_054766.1	1238698	1247768	minus	13		
59729	Taeniopygia guttata	121468621	0	live	NFKBIB		NFKB inhibitor beta	NF-kappa-B inhibitor beta		34	NC_054766.1	1272652	1275266	minus	6		
59729	Taeniopygia guttata	121468614	0	live	LIN37		lin-37 DREAM MuvB core complex component	protein lin-37 homolog		33	NC_054765.1	1212931	1240581	plus	10		
59729	Taeniopygia guttata	121468611	0	live	USF2		upstream transcription factor 2, c-fos interacting	upstream stimulatory factor 2		33	NC_054765.1	50471	65040	minus	10		
59729	Taeniopygia guttata	121468598	0	live	PSMC4		proteasome 26S subunit, ATPase 4	26S proteasome regulatory subunit 6B		33	NC_054765.1	661665	697260	minus	12		
59729	Taeniopygia guttata	121468597	0	live	HAUS5		HAUS augmin like complex subunit 5	HAUS augmin-like complex subunit 5		33	NC_054765.1	1184687	1212028	minus	17		
59729	Taeniopygia guttata	121468593	0	live	KMT2B		lysine methyltransferase 2B	LOW QUALITY PROTEIN: histone-lysine N-methyltransferase 2B		33	NC_054765.1	946587	1047834	plus	35		
59729	Taeniopygia guttata	121468585	0	live	ERFL		ETS repressor factor like	ETS domain-containing transcription factor ERF-like		33	NC_054765.1	415524	417702	plus	4		
59729	Taeniopygia guttata	121468582	0	live	POU2F2		POU class 2 homeobox 2	POU domain, class 2, transcription factor 2		33	NC_054765.1	310155	321550	plus	11		
59729	Taeniopygia guttata	121468579	0	live	GRIK5		glutamate ionotropic receptor kainate type subunit 5	LOW QUALITY PROTEIN: glutamate receptor ionotropic, kainate 5		33	NC_054765.1	336350	358883	plus	20		
59729	Taeniopygia guttata	121468573	0	live	ATP1A3		ATPase Na+/K+ transporting subunit alpha 3	sodium/potassium-transporting ATPase subunit alpha-3		33	NC_054765.1	361437	387554	plus	25		
59729	Taeniopygia guttata	121468570	0	live	CD79A		CD79a molecule	B-cell antigen receptor complex-associated protein alpha chain		33	NC_054765.1	436459	450701	plus	7		
59729	Taeniopygia guttata	121468569	0	live	TOMM40		translocase of outer mitochondrial membrane 40	mitochondrial import receptor subunit TOM40 homolog		33	NC_054765.1	454575	472784	minus	10		
59729	Taeniopygia guttata	121468568	0	live	ARHGEF1		Rho guanine nucleotide exchange factor 1	rho guanine nucleotide exchange factor 1		33	NC_054765.1	420330	435156	minus	28		
59729	Taeniopygia guttata	121468541	0	live	GRK1		G protein-coupled receptor kinase 1	rhodopsin kinase GRK1		32	NC_054764.1	681727	696047	plus	9		
59729	Taeniopygia guttata	121468540	0	live	GAL3ST4		galactose-3-O-sulfotransferase 4	galactose-3-O-sulfotransferase 4		32	NC_054764.1	305687	313309	minus	4		
59729	Taeniopygia guttata	121468539	0	live	FGF11		fibroblast growth factor 11	fibroblast growth factor 11		32	NC_054764.1	218458	229184	plus	6		
59729	Taeniopygia guttata	121468533	0	live	TRAPPC1		trafficking protein particle complex subunit 1	trafficking protein particle complex subunit 1		32	NC_054764.1	1239159	1247574	plus	6		
59729	Taeniopygia guttata	121468531	0	live	EIF4A1		eukaryotic translation initiation factor 4A1	eukaryotic initiation factor 4A-I		32	NC_054764.1	266950	295275	plus	11		
59729	Taeniopygia guttata	121468528	0	live	EIF5A		eukaryotic translation initiation factor 5A	eukaryotic translation initiation factor 5A-1		32	NC_054764.1	534269	544106	plus	7		
59729	Taeniopygia guttata	121468526	0	live	SNAPC2		small nuclear RNA activating complex polypeptide 2	snRNA-activating protein complex subunit 2		32	NC_054764.1	974382	981185	minus	11		
59729	Taeniopygia guttata	121468523	0	live	MCM7		minichromosome maintenance complex component 7	DNA replication licensing factor MCM7		32	NC_054764.1	379588	404448	plus	15		
59729	Taeniopygia guttata	121468522	0	live	AP4M1		adaptor related protein complex 4 subunit mu 1	AP-4 complex subunit mu-1		32	NC_054764.1	364630	379558	minus	19		
59729	Taeniopygia guttata	121468519	0	live	COPS6		COP9 signalosome subunit 6	COP9 signalosome complex subunit 6		32	NC_054764.1	405477	417467	minus	12		
59729	Taeniopygia guttata	121468516	0	live	NLGN2		neuroligin 2	neuroligin-2		32	NC_054764.1	200427	212582	plus	11		
59729	Taeniopygia guttata	121468513	0	live	DLG4		discs large MAGUK scaffold protein 4	disks large homolog 4		32	NC_054764.1	879458	921882	minus	30		
59729	Taeniopygia guttata	121468511	0	live	CAMTA2		calmodulin binding transcription activator 2	calmodulin-binding transcription activator 2		32	NC_054764.1	17047	26071	minus	23		
59729	Taeniopygia guttata	121468508	0	live	SRRT		serrate, RNA effector molecule	LOW QUALITY PROTEIN: serrate RNA effector molecule homolog		32	NC_054764.1	147066	191929	plus	19		
59729	Taeniopygia guttata	121468502	0	live	ACADVL		acyl-CoA dehydrogenase very long chain	very long-chain specific acyl-CoA dehydrogenase, mitochondrial		32	NC_054764.1	928262	955832	minus	20		
59729	Taeniopygia guttata	121468500	0	live	PFN1		profilin 1	profilin-1		32	NC_054764.1	7666	10095	minus	3		
59729	Taeniopygia guttata	121468498	0	live	SLC25A11		solute carrier family 25 member 11	mitochondrial 2-oxoglutarate/malate carrier protein		32	NC_054764.1	2546	5737	minus	8		
59729	Taeniopygia guttata	121468491	0	live	VAMP2		vesicle associated membrane protein 2	vesicle-associated membrane protein 2		32	NC_054764.1	1130786	1140064	plus	5		
59729	Taeniopygia guttata	121468489	0	live	TP53		tumor protein p53	cellular tumor antigen p53		32	NC_054764.1	641289	652939	plus	8		
59729	Taeniopygia guttata	121468486	0	live	CHRNB1		cholinergic receptor nicotinic beta 1 subunit	acetylcholine receptor subunit beta		32	NC_054764.1	231404	248052	plus	10		
59729	Taeniopygia guttata	121468467	0	live	CACNA1F		calcium voltage-gated channel subunit alpha1 F	voltage-dependent L-type calcium channel subunit alpha-1F		31	NC_054763.1	29518	50386	minus	48		
59729	Taeniopygia guttata	121468465	0	live	MUS81		MUS81 structure-specific endonuclease subunit	crossover junction endonuclease MUS81		31	NC_054763.1	92318	97924	plus	13		
59729	Taeniopygia guttata	121468459	0	live	ARL2		ADP ribosylation factor like GTPase 2	ADP-ribosylation factor-like protein 2		31	NC_054763.1	1761750	1765915	minus	6		
59729	Taeniopygia guttata	121468456	0	live	RPL10		ribosomal protein L10	60S ribosomal protein L10		31	NC_054763.1	355159	361361	plus	7		
59729	Taeniopygia guttata	121468455	0	live	FKBP2		FKBP prolyl isomerase 2	peptidyl-prolyl cis-trans isomerase FKBP2		31	NC_054763.1	1744208	1748840	plus	6		
59729	Taeniopygia guttata	121468454	0	live	PPP1R14B		protein phosphatase 1 regulatory inhibitor subunit 14B	protein phosphatase 1 regulatory subunit 14B		31	NC_054763.1	1748894	1751900	minus	4		
59729	Taeniopygia guttata	121468453	0	live	MRPL11		mitochondrial ribosomal protein L11	39S ribosomal protein L11, mitochondrial		31	NC_054763.1	1736565	1744231	minus	13		
59729	Taeniopygia guttata	121468450	0	live	SSR4		signal sequence receptor subunit 4	translocon-associated protein subunit delta		31	NC_054763.1	431941	439354	minus	6		
59729	Taeniopygia guttata	121468449	0	live	IDH3G		isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma	isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial		31	NC_054763.1	439591	453593	plus	14		
59729	Taeniopygia guttata	121468440	0	live	WNK3		WNK lysine deficient protein kinase 3	LOW QUALITY PROTEIN: serine/threonine-protein kinase WNK3		31	NC_054763.1	606489	624002	plus	20		
59729	Taeniopygia guttata	121468436	0	live	UBL4A		ubiquitin like 4A	ubiquitin-like protein 4A		31	NC_054763.1	1311494	1318426	minus	4		
59729	Taeniopygia guttata	121468432	0	live	PQBP1		polyglutamine binding protein 1	polyglutamine-binding protein 1		31	NC_054763.1	1106175	1112540	plus	8		
59729	Taeniopygia guttata	121468429	0	live	EIF1AD		eukaryotic translation initiation factor 1A domain containing	probable RNA-binding protein EIF1AD		31	NC_054763.1	736053	743863	minus	7		
59729	Taeniopygia guttata	121468428	0	live	B3GAT3		beta-1,3-glucuronyltransferase 3	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3		31	NC_054763.1	831928	836677	minus	5		
59729	Taeniopygia guttata	121468426	0	live	FTSJ1		FtsJ RNA 2'-O-methyltransferase 1	putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase		31	NC_054763.1	1112541	1120398	minus	12		
59729	Taeniopygia guttata	121468422	0	live	WDR45		WD repeat domain 45	WD repeat domain phosphoinositide-interacting protein 4		31	NC_054763.1	1137325	1148927	plus	10		
59729	Taeniopygia guttata	121468413	0	live	POLA2		DNA polymerase alpha 2, accessory subunit	DNA polymerase alpha subunit B		31	NC_054763.1	1452540	1460471	plus	18		
59729	Taeniopygia guttata	121468411	0	live	CAPN1		calpain 1	calpain-1 catalytic subunit		31	NC_054763.1	1440187	1451305	plus	23		
59729	Taeniopygia guttata	121468410	0	live	SART1		spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP	U4/U6.U5 tri-snRNP-associated protein 1		31	NC_054763.1	697241	736047	plus	20		
59729	Taeniopygia guttata	121468409	0	live	PYGM		glycogen phosphorylase, muscle associated	glycogen phosphorylase, muscle form		31	NC_054763.1	1035097	1056967	minus	20		
59729	Taeniopygia guttata	121468407	0	live	KDM5C		lysine demethylase 5C	lysine-specific demethylase 5C		31	NC_054763.1	4149	26249	plus	28		
59729	Taeniopygia guttata	121468405	0	live	L1CAM		L1 cell adhesion molecule	LOW QUALITY PROTEIN: neural cell adhesion molecule L1		31	NC_054763.1	376378	426349	minus	28		
59729	Taeniopygia guttata	121468400	0	live	RENBP		renin binding protein	N-acylglucosamine 2-epimerase		31	NC_054763.1	172676	179641	minus	11		
59729	Taeniopygia guttata	121468398	0	live	SUV39H1		SUV39H1 histone lysine methyltransferase	histone-lysine N-methyltransferase SUV39H1|suppressor of variegation 3-9 homolog 1		31	NC_054763.1	133651	138448	plus	6		
59729	Taeniopygia guttata	121468397	0	live	WDR13		WD repeat domain 13	WD repeat-containing protein 13		31	NC_054763.1	139271	148020	minus	11		
59729	Taeniopygia guttata	121468396	0	live	TM7SF2		transmembrane 7 superfamily member 2	delta(14)-sterol reductase TM7SF2		31	NC_054763.1	1813289	1818474	plus	10		
59729	Taeniopygia guttata	121468393	0	live	SIPA1		signal-induced proliferation-associated 1	signal-induced proliferation-associated protein 1		31	NC_054763.1	1390969	1404759	plus	15		
59729	Taeniopygia guttata	121468391	0	live	GPKOW		G-patch domain and KOW motifs	LOW QUALITY PROTEIN: G-patch domain and KOW motifs-containing protein		31	NC_054763.1	1124057	1137078	plus	12		
59729	Taeniopygia guttata	121468389	0	live	MAP3K11		mitogen-activated protein kinase kinase kinase 11	mitogen-activated protein kinase kinase kinase 11		31	NC_054763.1	1060463	1061720	minus	2		
59729	Taeniopygia guttata	121468386	0	live	SF3B2		splicing factor 3b subunit 2	LOW QUALITY PROTEIN: splicing factor 3B subunit 2		31	NC_054763.1	744325	770241	plus	17		
59729	Taeniopygia guttata	121468385	0	live	SRPK3		SRSF protein kinase 3	LOW QUALITY PROTEIN: SRSF protein kinase 3		31	NC_054763.1	454763	470001	minus	16		
59729	Taeniopygia guttata	121468383	0	live	HAUS7		HAUS augmin like complex subunit 7	HAUS augmin-like complex subunit 7		31	NC_054763.1	269876	273288	plus	5		
59729	Taeniopygia guttata	121468380	0	live	HCFC1		host cell factor C1	host cell factor 1		31	NC_054763.1	180584	209130	minus	28		
59729	Taeniopygia guttata	121468379	0	live	WAS		WASP actin nucleation promoting factor	wiskott-Aldrich syndrome protein		31	NC_054763.1	124875	133569	plus	13		
59729	Taeniopygia guttata	121468341	0	live	NACC1		nucleus accumbens associated 1	nucleus accumbens-associated protein 1		30	NC_044243.2	15861	19978	plus	5		
59729	Taeniopygia guttata	121468337	0	live	TIMM29		translocase of inner mitochondrial membrane 29	mitochondrial import inner membrane translocase subunit Tim29		30	NC_044243.2	208560	211102	minus	3		
59729	Taeniopygia guttata	121468335	0	live	GET3		guided entry of tail-anchored proteins factor 3, ATPase	ATPase GET3		30	NC_044243.2	203006	208142	plus	7		
59729	Taeniopygia guttata	121468332	0	live	GTF2F1		general transcription factor IIF subunit 1	general transcription factor IIF subunit 1		30	NC_044243.2	116475	122941	minus	14		
59729	Taeniopygia guttata	121468330	0	live	YJU2B		YJU2 splicing factor homolog B	coiled-coil domain-containing protein 130		30	NC_044243.2	57756	62302	plus	10		
59729	Taeniopygia guttata	121468325	0	live	TRMT1		tRNA methyltransferase 1	tRNA (guanine(26)-N(2))-dimethyltransferase		30	NC_044243.2	9541	14802	minus	18		
59729	Taeniopygia guttata	121468324	0	live	MAN2B1		mannosidase alpha class 2B member 1	LOW QUALITY PROTEIN: lysosomal alpha-mannosidase		30	NC_044243.2	2915	9544	plus	24		
59729	Taeniopygia guttata	121468306	0	live	WDR83OS		WD repeat domain 83 opposite strand	PAT complex subunit Asterix		30	NC_044243.2	1396202	1403204	minus	4		
59729	Taeniopygia guttata	121468302	0	live	PIN1		peptidylprolyl cis/trans isomerase, NIMA-interacting 1	peptidyl-prolyl cis-trans isomerase NIMA-interacting 1		30	NC_044243.2	1332361	1352698	plus	4		
59729	Taeniopygia guttata	121468296	0	live	WDR83		WD repeat domain 83	WD repeat domain-containing protein 83		30	NC_044243.2	1403791	1415877	plus	9		
59729	Taeniopygia guttata	121468291	0	live	S1PR2		sphingosine-1-phosphate receptor 2	sphingosine 1-phosphate receptor 2		30	NC_044243.2	1172680	1176422	plus	2		
59729	Taeniopygia guttata	121468286	0	live	DHPS		deoxyhypusine synthase	deoxyhypusine synthase		30	NC_044243.2	1417445	1426821	minus	9		
59729	Taeniopygia guttata	121468275	0	live	CAMSAP3		calmodulin regulated spectrin associated protein family member 3	calmodulin-regulated spectrin-associated protein 3		30	NC_044243.2	974394	1026355	plus	25		
59729	Taeniopygia guttata	121468274	0	live	AKAP8		A-kinase anchoring protein 8	A-kinase anchor protein 8		30	NC_044243.2	842570	872255	plus	14		
59729	Taeniopygia guttata	121468269	0	live	CACNA1A		calcium voltage-gated channel subunit alpha1 A	LOW QUALITY PROTEIN: voltage-dependent P/Q-type calcium channel subunit alpha-1A		30	NC_044243.2	23192	55590	minus	47		
59729	Taeniopygia guttata	121468266	0	live	HOXC4		homeobox C4	homeobox protein Hox-C4		29	NC_044242.2	270703	277794	minus	2		
59729	Taeniopygia guttata	121468258	0	live	CD63		CD63 molecule	CD63 antigen		29	NC_044242.2	972493	976519	plus	8		
59729	Taeniopygia guttata	121468252	0	live	GDF11		growth differentiation factor 11	growth/differentiation factor 11		29	NC_044242.2	957121	966729	minus	3		
59729	Taeniopygia guttata	121468251	0	live	INPP1		inositol polyphosphate-1-phosphatase	inositol polyphosphate 1-phosphatase		29	NC_044242.2	968882	971743	plus	5		
59729	Taeniopygia guttata	121468250	0	live	MCRS1		microspherule protein 1	microspherule protein 1		29	NC_044242.2	938020	946509	minus	15		
59729	Taeniopygia guttata	121468247	0	live	ITGA7		integrin subunit alpha 7	integrin alpha-7		29	NC_044242.2	987432	1005066	plus	26		
59729	Taeniopygia guttata	121468245	0	live	HOXC11		homeobox C11	homeobox protein Hox-C11		29	NC_044242.2	376804	382371	minus	2		
59729	Taeniopygia guttata	121468242	0	live	B4GALNT1		beta-1,4-N-acetyl-galactosaminyltransferase 1	beta-1,4 N-acetylgalactosaminyltransferase 1		29	NC_044242.2	1979094	1997465	plus	12		
59729	Taeniopygia guttata	121468240	0	live	HOXC8		homeobox C8	homeobox protein Hox-C8		29	NC_044242.2	324190	330818	minus	2		
59729	Taeniopygia guttata	121468236	0	live	MARS1		methionyl-tRNA synthetase 1	methionine--tRNA ligase, cytoplasmic		29	NC_044242.2	2013877	2030369	plus	20		
59729	Taeniopygia guttata	121468233	0	live	PPP1R1A		protein phosphatase 1 regulatory inhibitor subunit 1A	protein phosphatase 1 regulatory subunit 1A		29	NC_044242.2	175698	180903	plus	7		
59729	Taeniopygia guttata	121468229	0	live	MAP3K12		mitogen-activated protein kinase kinase kinase 12	mitogen-activated protein kinase kinase kinase 12		29	NC_044242.2	510900	519341	plus	13		
59729	Taeniopygia guttata	121468047	0	live	CHST8		carbohydrate sulfotransferase 8	carbohydrate sulfotransferase 8		11	NC_044223.2	18833471	18837279	plus	2		
59729	Taeniopygia guttata	121468044	0	live	NOL7		nucleolar protein 7	nucleolar protein 7		2	NC_044213.2	68124987	68129377	minus	8		
59729	Taeniopygia guttata	121468026	0	live	PURA		purine rich element binding protein A	transcriptional activator protein Pur-alpha		13	NC_044225.2	6509777	6510865	plus	1		
59729	Taeniopygia guttata	121468024	0	live	TLR2		toll like receptor 2	toll-like receptor 2		4	NC_044215.2	42283700	42289705	minus	2		
59729	Taeniopygia guttata	121468023	0	live	BRS3		bombesin receptor subtype 3	bombesin receptor subtype-3		4A	NC_044216.2	57042	64224	plus	3		
59729	Taeniopygia guttata	121471135	0	live	CGN		cingulin	cingulin		25	NC_044237.2	2838528	2853166	plus	22		
59729	Taeniopygia guttata	121471111	0	live	PEA15		proliferation and apoptosis adaptor protein 15	astrocytic phosphoprotein PEA-15		25	NC_044237.2	1429281	1437332	minus	4		
59729	Taeniopygia guttata	121471034	0	live	RBM28		RNA binding motif protein 28	RNA-binding protein 28		1A	NC_044212.2	270111	279026	plus	17		
59729	Taeniopygia guttata	121471004	0	live	STARD10		StAR related lipid transfer domain containing 10	START domain-containing protein 10		1	NC_044211.2	4233204	4240003	plus	6		
59729	Taeniopygia guttata	121470771	0	live	PLA2G3		phospholipase A2 group III	group 3 secretory phospholipase A2		15	NC_044227.2	116633	119229	minus	6		
